psoriasis-ibd-connection	284	Psoriasis and IBD: Shared Inflammation, Shared Questions	C:\Aryan\ml\development\ibdpal-website\blogs\psoriasis-ibd-connection.html
bathroom-urgency-anxiety-ibd	285	Bathroom Urgency Anxiety with IBD: Practical Coping Steps	C:\Aryan\ml\development\ibdpal-website\blogs\bathroom-urgency-anxiety-ibd.html
iron-b12-vitamin-d-ibd	288	Iron, B12, and Vitamin D With IBD: Deficiencies Patients Ask About	C:\Aryan\ml\development\ibdpal-website\blogs\iron-b12-vitamin-d-ibd.html
humid-weather-ibd-symptoms	289	Humid Weather and IBD Symptoms: Heat, Fluids, and Flare Mimics	C:\Aryan\ml\development\ibdpal-website\blogs\humid-weather-ibd-symptoms.html
what-remission-means-ibd	293	What Remission Means in IBD (Symptoms vs Healing)	C:\Aryan\ml\development\ibdpal-website\blogs\what-remission-means-ibd.html
protein-meal-plan-ibd-remission	294	High-Protein Meal Ideas for IBD Remission: Building Plates Your Gut Tolerates	C:\Aryan\ml\development\ibdpal-website\blogs\protein-meal-plan-ibd-remission.html
anti-inflammatory-diet-ibd	295	Anti-Inflammatory Diet and IBD: What Research Suggests (and What It Doesn't)	C:\Aryan\ml\development\ibdpal-website\blogs\anti-inflammatory-diet-ibd.html
j-pouch-basics-ibd	296	J-Pouch Surgery for Ulcerative Colitis: Patient-Level Basics	C:\Aryan\ml\development\ibdpal-website\blogs\j-pouch-basics-ibd.html
exercise-physical-activity-ibd	297	Exercise With Crohn's or Colitis: Staying Active Without Overdoing It	C:\Aryan\ml\development\ibdpal-website\blogs\exercise-physical-activity-ibd.html
social-life-dating-teens-ibd	298	Social Life, Dating, and IBD as a Teen: Privacy, Friends, and Confidence	C:\Aryan\ml\development\ibdpal-website\blogs\social-life-dating-teens-ibd.html
anemia-iron-deficiency-ibd	300	Anemia and Iron Deficiency in IBD	C:\Aryan\ml\development\ibdpal-website\blogs\anemia-iron-deficiency-ibd.html
gluten-wheat-ibd	300	Gluten, Wheat, and IBD: Celiac Screening vs Diet Trends	C:\Aryan\ml\development\ibdpal-website\blogs\gluten-wheat-ibd.html
teen-nutrition-ibd-growth	305	Nutrition for Teens With IBD: Growth, Protein, and School Lunches	C:\Aryan\ml\development\ibdpal-website\blogs\teen-nutrition-ibd-growth.html
college-with-ibd	306	College With Crohn's or Colitis: Dorms, Dining Halls, and Disability Services	C:\Aryan\ml\development\ibdpal-website\blogs\college-with-ibd.html
ankylosing-spondylitis-ibd	308	Ankylosing Spondylitis and IBD: Axial Joint Pain Explained	C:\Aryan\ml\development\ibdpal-website\blogs\ankylosing-spondylitis-ibd.html
mucus-urgency-tenesmus-ibd	309	Mucus, Urgency, and Tenesmus in IBD	C:\Aryan\ml\development\ibdpal-website\blogs\mucus-urgency-tenesmus-ibd.html
ibd-pregnancy-planning	310	IBD and Pregnancy: Planning With Your Gastroenterologist	C:\Aryan\ml\development\ibdpal-website\blogs\ibd-pregnancy-planning.html
reading-ibd-labs-calprotectin-crp	311	Reading IBD Labs: Calprotectin, CRP, and What Numbers Mean	C:\Aryan\ml\development\ibdpal-website\blogs\reading-ibd-labs-calprotectin-crp.html
swimming-pool-beach-ibd-ostomy	312	Swimming and Beach Days with IBD or an Ostomy	C:\Aryan\ml\development\ibdpal-website\blogs\swimming-pool-beach-ibd-ostomy.html
celiac-ibd-screening	313	Celiac Screening with IBD: Before You Go Gluten-Free	C:\Aryan\ml\development\ibdpal-website\blogs\celiac-ibd-screening.html
pyoderma-erythema-nodosum-ibd	315	IBD Skin Flares: Pyoderma Gangrenosum and Erythema Nodosum	C:\Aryan\ml\development\ibdpal-website\blogs\pyoderma-erythema-nodosum-ibd.html
dairy-lactose-ibd	318	Dairy and Lactose With Crohn's or Colitis: What Patients Ask	C:\Aryan\ml\development\ibdpal-website\blogs\dairy-lactose-ibd.html
icn-accommodations-toolkit-ibd	318	IBD School and Workplace Accommodations: ImproveCareNow Accommodations Toolkit	C:\Aryan\ml\development\ibdpal-website\blogs\icn-accommodations-toolkit-ibd.html
when-to-go-er-ibd	318	When to Go to the ER With Crohn's or Colitis	C:\Aryan\ml\development\ibdpal-website\blogs\when-to-go-er-ibd.html
psc-ibd-liver	319	PSC and IBD: Primary Sclerosing Cholangitis Explained	C:\Aryan\ml\development\ibdpal-website\blogs\psc-ibd-liver.html
uveitis-eye-inflammation-ibd	321	Eye Inflammation and Uveitis in IBD	C:\Aryan\ml\development\ibdpal-website\blogs\uveitis-eye-inflammation-ibd.html
ibd-autoimmune-overlap	326	IBD and Autoimmune Overlap: What Patients Should Know	C:\Aryan\ml\development\ibdpal-website\blogs\ibd-autoimmune-overlap.html
steroid-taper-what-to-expect-ibd	327	Steroid Taper in IBD: What to Expect Week by Week	C:\Aryan\ml\development\ibdpal-website\blogs\steroid-taper-what-to-expect-ibd.html
high-school-ibd-survival-guide	339	Crohn's and Colitis in High School: Bathrooms, 504 Plans, and Missing Class	C:\Aryan\ml\development\ibdpal-website\blogs\high-school-ibd-survival-guide.html
gas-bloating-ibd	341	Gas and Bloating with IBD: What to Track and Ask	C:\Aryan\ml\development\ibdpal-website\blogs\gas-bloating-ibd.html
constipation-ibd-causes	348	Constipation in IBD: Strictures, Meds, and When to Call	C:\Aryan\ml\development\ibdpal-website\blogs\constipation-ibd-causes.html
remicade-infusion-day-tips-ibd	350	Remicade (Infliximab) Infusion Day: Patient Tips That Actually Help	C:\Aryan\ml\development\ibdpal-website\blogs\remicade-infusion-day-tips-ibd.html
stelara-diet-ibd	353	Stelara (Ustekinumab) and Diet: Eating While on Therapy	C:\Aryan\ml\development\ibdpal-website\blogs\stelara-diet-ibd.html
fodmap-diet-crohns-colitis	354	FODMAP Diet for Crohn's and Colitis: What Patients Search For	C:\Aryan\ml\development\ibdpal-website\blogs\fodmap-diet-crohns-colitis.html
skyrizi-patient-questions-ibd	354	Skyrizi (Risankizumab) for IBD: Patient Questions Beyond the Ad	C:\Aryan\ml\development\ibdpal-website\blogs\skyrizi-patient-questions-ibd.html
rinvoq-patient-questions-ibd	355	Rinvoq (Upadacitinib) and IBD: Patient Questions on JAK Therapy	C:\Aryan\ml\development\ibdpal-website\blogs\rinvoq-patient-questions-ibd.html
prednisone-diet-hunger-ibd	362	Prednisone Hunger and Diet With IBD: Surviving Steroid Appetite	C:\Aryan\ml\development\ibdpal-website\blogs\prednisone-diet-hunger-ibd.html
mucus-in-stool-ibd	367	Mucus in Stool With IBD: Inflammation, IBS Overlap, and Tracking	C:\Aryan\ml\development\ibdpal-website\blogs\mucus-in-stool-ibd.html
methotrexate-alcohol-folate-ibd	370	Methotrexate, Alcohol, and Folate in IBD: Patient Safety Basics	C:\Aryan\ml\development\ibdpal-website\blogs\methotrexate-alcohol-folate-ibd.html
humira-fatigue-ibd	373	Humira (Adalimumab) and Fatigue: What Patients Ask	C:\Aryan\ml\development\ibdpal-website\blogs\humira-fatigue-ibd.html
pencil-thin-stool-ibd	377	Pencil-Thin Stool With IBD: Strictures, Constipation, and Red Flags	C:\Aryan\ml\development\ibdpal-website\blogs\pencil-thin-stool-ibd.html
biologics-flying-travel-ibd	378	Flying With Biologics: Coolers, Letters, and Airport Tips for IBD	C:\Aryan\ml\development\ibdpal-website\blogs\biologics-flying-travel-ibd.html
floating-stool-ibd	382	Floating Stool With IBD: Gas, Fat, and Malabsorption Clues	C:\Aryan\ml\development\ibdpal-website\blogs\floating-stool-ibd.html
pale-clay-stool-ibd	392	Pale or Clay-Colored Stool: Bile Flow Questions With IBD	C:\Aryan\ml\development\ibdpal-website\blogs\pale-clay-stool-ibd.html
enteral-nutrition-after-ibd-surgery	395	Enteral Nutrition After IBD Surgery: Recovery Questions	C:\Aryan\ml\development\ibdpal-website\blogs\enteral-nutrition-after-ibd-surgery.html
high-calprotectin-what-next	400	High Calprotectin: What It Means and What Happens Next	C:\Aryan\ml\development\ibdpal-website\blogs\high-calprotectin-what-next.html
crp-normal-still-symptoms-ibd	402	Normal CRP but Still Sick With IBD: Why Labs Can Lag Symptoms	C:\Aryan\ml\development\ibdpal-website\blogs\crp-normal-still-symptoms-ibd.html
green-stool-ibd	403	Green Stool With IBD: Transit Time, Diet, and When to Worry	C:\Aryan\ml\development\ibdpal-website\blogs\green-stool-ibd.html
collagen-supplements-ibd	408	Collagen Supplements and IBD: What Marketing Omits	C:\Aryan\ml\development\ibdpal-website\blogs\collagen-supplements-ibd.html
adult-een-crohns-what-to-expect	412	Adult EEN for Crohn's: What to Expect	C:\Aryan\ml\development\ibdpal-website\blogs\adult-een-crohns-what-to-expect.html
juice-cleanse-detox-ibd	419	Juice Cleanses and Detox Diets With IBD: Why They Backfire	C:\Aryan\ml\development\ibdpal-website\blogs\juice-cleanse-detox-ibd.html
intermittent-fasting-ibd	423	Intermittent Fasting and IBD: Hype, Hunger, and Flare Timing	C:\Aryan\ml\development\ibdpal-website\blogs\intermittent-fasting-ibd.html
bristol-stool-chart-ibd	426	Bristol Stool Chart for IBD: How to Describe Stools to Your GI	C:\Aryan\ml\development\ibdpal-website\blogs\bristol-stool-chart-ibd.html
ibd-joint-pain-arthritis	427	IBD Joint Pain and Arthritis: Extraintestinal Symptoms Patients Ask About	C:\Aryan\ml\development\ibdpal-website\blogs\ibd-joint-pain-arthritis.html
sleep-rest-ibd-flares	427	Sleep and Rest During IBD Flares: Why Slowing Down Helps	C:\Aryan\ml\development\ibdpal-website\blogs\sleep-rest-ibd-flares.html
bone-broth-gut-healing-ibd	433	Bone Broth and IBD: Gut Healing Claims Versus Reality	C:\Aryan\ml\development\ibdpal-website\blogs\bone-broth-gut-healing-ibd.html
couscous-ibd	434	Couscous With IBD: Small Pasta Texture, Portions, and Prep	C:\Aryan\ml\development\ibdpal-website\blogs\couscous-ibd.html
stress-emotional-wellness-ibd	436	Stress, Mood, and IBD: Everyday Ways to Protect Your Energy	C:\Aryan\ml\development\ibdpal-website\blogs\stress-emotional-wellness-ibd.html
dining-out-ibd-restaurants	437	Dining Out With IBD: Restaurant Strategies That Reduce Stress	C:\Aryan\ml\development\ibdpal-website\blogs\dining-out-ibd-restaurants.html
yellow-stool-ibd	437	Yellow Stool With IBD: Fat Malabsorption and Other Causes	C:\Aryan\ml\development\ibdpal-website\blogs\yellow-stool-ibd.html
black-stool-ibd	439	Black Stool With IBD: Melena, Iron, Pepto, and Red Flags	C:\Aryan\ml\development\ibdpal-website\blogs\black-stool-ibd.html
when-to-call-ibd-help-center	439	When to Call the IBD Help Center vs Your Clinic	C:\Aryan\ml\development\ibdpal-website\blogs\when-to-call-ibd-help-center.html
leaky-gut-protocol-ibd	447	Leaky Gut Protocols and IBD: Separating Science From Sales Pages	C:\Aryan\ml\development\ibdpal-website\blogs\leaky-gut-protocol-ibd.html
nasogastric-tube-feeds-ibd-practical	447	Nasogastric Tube Feeds for IBD: A Practical Patient Guide	C:\Aryan\ml\development\ibdpal-website\blogs\nasogastric-tube-feeds-ibd-practical.html
infusion-day-what-to-expect	450	Infusion Day With IBD: What Many Patients Pack and Expect	C:\Aryan\ml\development\ibdpal-website\blogs\infusion-day-what-to-expect.html
micronutrients-ibd-deficiencies	451	Micronutrient Deficiencies in IBD: Zinc, Folate, Magnesium, and Beyond	C:\Aryan\ml\development\ibdpal-website\blogs\micronutrients-ibd-deficiencies.html
siblings-when-child-has-ibd	451	When a Sibling Has IBD: Support for Brothers and Sisters	C:\Aryan\ml\development\ibdpal-website\blogs\siblings-when-child-has-ibd.html
how-nutrition-impacts-gut-health-ibd	454	How Nutrition Impacts Gut Health in IBD	C:\Aryan\ml\development\ibdpal-website\blogs\how-nutrition-impacts-gut-health-ibd.html
plantain-ibd	465	Plantain With IBD: Green Versus Ripe, Boiled Versus Fried	C:\Aryan\ml\development\ibdpal-website\blogs\plantain-ibd.html
carnivore-diet-ibd-myths	467	Carnivore Diet and IBD: Myths, Risks, and What Evidence Says	C:\Aryan\ml\development\ibdpal-website\blogs\carnivore-diet-ibd-myths.html
kimchi-fermented-ibd	469	Kimchi and Fermented Vegetables With IBD: Spice, Fiber, and Caution	C:\Aryan\ml\development\ibdpal-website\blogs\kimchi-fermented-ibd.html
taste-fatigue-enteral-formula-ibd	469	Taste Fatigue on Enteral Formula: Practical Coping Ideas	C:\Aryan\ml\development\ibdpal-website\blogs\taste-fatigue-enteral-formula-ibd.html
ibd-night-sweats	470	Night Sweats With Crohn's or Colitis: Flare Sign, Infection, or Something Else?	C:\Aryan\ml\development\ibdpal-website\blogs\ibd-night-sweats.html
dates-ramadan-ibd	472	Dates and Ramadan Eating With IBD: Sugar, Fiber, and Fasting Notes	C:\Aryan\ml\development\ibdpal-website\blogs\dates-ramadan-ibd.html
miso-soup-ibd	472	Miso Soup With IBD: Probiotics, Sodium, and Gentle Meals	C:\Aryan\ml\development\ibdpal-website\blogs\miso-soup-ibd.html
paneer-ibd	472	Paneer With IBD: Soft Cheese Protein, Lactose, and Cooking Tips	C:\Aryan\ml\development\ibdpal-website\blogs\paneer-ibd.html
probiotics-ibd-gut-health	476	Probiotics for Crohn's and Colitis: What Research Shows and What to Ask Your GI	C:\Aryan\ml\development\ibdpal-website\blogs\probiotics-ibd-gut-health.html
school-planning-ibd-before-august	478	School Planning for IBD: What Families Can Do Before August	C:\Aryan\ml\development\ibdpal-website\blogs\school-planning-ibd-before-august.html
free-government-ibd-research-sources	480	Free Government IBD Research Sources Patients Can Use	C:\Aryan\ml\development\ibdpal-website\blogs\free-government-ibd-research-sources.html
congee-rice-porridge-ibd	482	Congee and Rice Porridge With IBD: Soft Carbs for Flare Days	C:\Aryan\ml\development\ibdpal-website\blogs\congee-rice-porridge-ibd.html
living-with-ibd-kids	485	Living With IBD as a Family: Support for Kids and Parents	C:\Aryan\ml\development\ibdpal-website\blogs\living-with-ibd-kids.html
dal-lentils-ibd	489	Dal and Lentils With IBD: Protein, FODMAPs, and Softer Prep	C:\Aryan\ml\development\ibdpal-website\blogs\dal-lentils-ibd.html
tortillas-ibd	492	Tortillas With IBD: Corn Versus Flour, Soft Wraps, and Flare Tips	C:\Aryan\ml\development\ibdpal-website\blogs\tortillas-ibd.html
food-reintroduction-after-een-ibd	500	Food Reintroduction After EEN: A Practical Clinic Checklist	C:\Aryan\ml\development\ibdpal-website\blogs\food-reintroduction-after-een-ibd.html
chapati-roti-ibd	503	Chapati and Roti With IBD: Flatbread Tips for Flare and Remission	C:\Aryan\ml\development\ibdpal-website\blogs\chapati-roti-ibd.html
ibd-summer-heat-hydration	509	IBD and Summer Heat: Hydration Tips for Hot Weather	C:\Aryan\ml\development\ibdpal-website\blogs\ibd-summer-heat-hydration.html
dating-intimacy-ibd-adults	513	Dating and Intimacy with IBD as an Adult: Honest, Practical Guidance	C:\Aryan\ml\development\ibdpal-website\blogs\dating-intimacy-ibd-adults.html
starting-biologic-first-12-weeks	513	Starting a Biologic for IBD: What the First 12 Weeks Often Look Like	C:\Aryan\ml\development\ibdpal-website\blogs\starting-biologic-first-12-weeks.html
ibd-unintentional-weight-changes	514	Unintentional Weight Loss or Gain with IBD: What to Watch	C:\Aryan\ml\development\ibdpal-website\blogs\ibd-unintentional-weight-changes.html
summer-travel-ibd-restrooms-meds-food-heat	514	Summer Travel With IBD: Restrooms, Meds, Food, and Heat	C:\Aryan\ml\development\ibdpal-website\blogs\summer-travel-ibd-restrooms-meds-food-heat.html
complete-ibd-nutrition-guide	516	Complete IBD Nutrition Guide: Flare Eating, Remission, and Key Patterns	C:\Aryan\ml\development\ibdpal-website\blogs\complete-ibd-nutrition-guide.html
ibd-flare-go-bag	517	Building an IBD Flare Go-Bag for School, Work, and Travel	C:\Aryan\ml\development\ibdpal-website\blogs\ibd-flare-go-bag.html
stress-coping-strategies-ibd	517	Stress Coping Strategies for IBD: Mindfulness, CBT, and Everyday Tools	C:\Aryan\ml\development\ibdpal-website\blogs\stress-coping-strategies-ibd.html
vaccines-biologics-immunosuppressants-ibd	517	Vaccines with Biologics and Immunosuppressants in IBD	C:\Aryan\ml\development\ibdpal-website\blogs\vaccines-biologics-immunosuppressants-ibd.html
ibd-at-work-talking-to-manager	521	Talking to Your Manager About IBD at Work: A Practical Script	C:\Aryan\ml\development\ibdpal-website\blogs\ibd-at-work-talking-to-manager.html
foods-that-may-trigger-uc-symptoms	522	Foods That May Trigger Ulcerative Colitis Symptoms	C:\Aryan\ml\development\ibdpal-website\blogs\foods-that-may-trigger-uc-symptoms.html
ibd-care-outside-united-states	525	IBD Care Outside the United States: Records, Travel, and Continuity	C:\Aryan\ml\development\ibdpal-website\blogs\ibd-care-outside-united-states.html
entyvio-patient-guide-ibd	526	Entyvio (Vedolizumab) Patient Guide for IBD: Common Questions	C:\Aryan\ml\development\ibdpal-website\blogs\entyvio-patient-guide-ibd.html
